CODIGO ITEM DE DESPESA;NOME ITEM DE DESPESA;2010;2011;2012;2013;2014;2015
31901128;PESSOAL CIVIL PAGO PELO DDPE-13 SALARIO;1887073,26;3369250,9899999984;3521943,4500000007;4045347,2299999995;38686627,68999996;8225022,409999994
33904502;EQUALIZACAO DE TAXAS;0;0;0,0;3600000,0;6128509,67;733137,02
33909312;RESSARCIM.DE GRATUIDADES DE TRANSPORTE;0,0;1801,73;0,0;0,0;10401786,0;3111000,0
31901210;PESSOAL MILITAR-1/3 FERIAS;0,0;0,0;0,0;0,0;0,0;0,0
31901211;ABONO DE PERMANENCIA;0;0;0;0;0,0;1633244,09
33903952;PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS;0;0;0;0;0,0;1088962,4
31901322;PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL;2580872,33;12802624,579999998;2798549,16;1165363,46;24682787,929999996;566305,27
33903060;SUPRIMENTO DE INFORMATICA;18819730,119999982;17801399,710000005;9246380,969999993;8037307,069999995;9144857,850000016;2874062,88
44903999;OUTROS SERVICOS DE TERCEIROS;0,0;298678,24;4191602,09;4220094,300000001;10705097,700000001;4996301,43
33903983;SERVICOS GRAFICOS;14135137,769999998;8759476,680000005;12813092,339999996;31990936,620000027;17550221,780000005;31344480,489999995
45905225;AQUISICAO DE OUTROS BENS DE CAP.EM UTILIZACA;0,0;462000,0;0;0;0;0,0
33903912;SERV.PROGRAMAS E APLICATIVOS DE INFORMATICA;73371922,77000009;114238893,70999995;143035040,27999988;127521037,7200001;173233157,28000012;127238483,73000006
33903795;SERVICOS DE VIGILANCIA;63706297,85;61340577,710000016;86415154,14999995;102213391,46000011;114544028,04999994;123986009,53000008
33909205;REFORMAS DE BENS IMOVEIS E DE DOM.PUBLICO;0;0,0;0,0;634814,03;0,0;0,0
33919223;EXERCICIOS ANTERIORES - SUS/FUNDES;0;0;0;0,0;46768,42;0,0
33903031;MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO;89840274,47000015;84603398,8100001;90833649,59999995;96079207,4799999;109561183,31000008;70263047,77000009
33403901;TRANSFERENCIAS PARA SERVICOS;17637542,44;22477599,339999996;23436208,960000005;31738932,029999997;20894872,560000002;6960107,679999999
33909110;CLASSIF.DO EXERCICIO ANTERIOR;0,0;0,0;66511,0;0;0;0
33900113;INATIVOS - OUTROS PODERES;109402022,42999999;0,0;0,0;0;0;0
45905130;CLASSIF.DO EXERCICIO ANTERIOR;5377,28;2000,0;13366,0;2568602,03;0;0
33913348;PASSAGENS E LOCOMOCAO - SUS/FUNDES;0;0;0;0,0;122067,86;54062,05
33901401;DIARIAS PESSOAL CIVIL;7473960,829999976;6308758,299999931;6652225,119999915;8355770,0200000005;9931776,519999988;6503212,129999993
33903053;PECAS E ACESSORIOS PARA VIATURAS POLICIAIS;6886143,990000006;5237276,019999999;5595234,380000003;6948758,739999996;4320041,09;1642397,600000001
33903504;SERVICOS DE CONSULTORIA-PESSOA JURIDICA;0;0;0;0;0,0;24612048,07
33903604;MAO DE OBRA DE REEDUCANDOS;215558,01000000007;517170,19999999995;671847,1199999999;587385,479999999;475467,96000000153;406823,1599999995
33804103;CONTRIBUICOES A FUNDOS INTERNACIONAIS;0,0;0;0;0,0;0;0
33903505;SERVICOS DE CONSULTORIA-ORGANISMO INTERNACIO;0;0;0;0;0;0,0
44905235;EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO;46234365,650000006;29220049,449999988;68090570,69000003;70938945,66999999;114956214,95000006;38750283,99999999
33403902;SERVICOS DE SAUDE-GESTAO MUNIC.-PREFEITURAS;0,0;0;0;0,0;3825000,0;0,0
33903915;LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA;2879040,049999994;1568172,4900000005;1074867,0500000007;1327874,3100000003;5262625,840000012;8091159,03
44915237;EQUIPAMENTOS - SUS/FUNDES;0;0;0;0,0;0,0;391776,87
33903503;SERVICOS DE CONSULTORIA-PESSOA FISICA;0;0;0;0;0,0;507329,6899999998
49403101;CLASSIF.DO EXERCICIO ANTERIOR;0,0;0,0;0,0;0;0;0
45906510;SUBSCRICAO DE ACOES-INVESTIMENTOS;2075225568,4299998;1035131223,3299999;2050314701,0099998;1680105093,45;1105052347,37;164397053,35
33704116;SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS;0;0;0;0;0,0;10721719,88
33900311;PENSIONISTAS - PODER EXECUTIVO;140871757,27;167221390,47;205982852,87;217131094,97;0;0
33909321;ETAPAS PAGAS A SERVIDORES;1462130,0;518495,0;1933623,0;1056483,0;1565100,0;1084470,0
33903510;CONSULT.ELABOR.DE ESTUDOS E PROJETOS BASICOS;0;0;0;0;0,0;0
33900318;PENSAO MENSAL MILITAR - 13º SALARIO;3159282,49;3422448,97;4925184,26;4992237,68;0;0
33903347;TRANSPORTE ESCOLAR;0;0;0;0,0;12809105,530000001;71484895,13999993
33901502;DIARIAS MILITAR-EM SERVS.DE SEGURANCA PESSOA;4699,81;82,93;1897,75;14024,85;22083,07;1467,63
31900313;PENSAO MENSAL MILITAR;0;0;0;0,0;117711122,64;126247817,43
31900323;PENSIONISTAS-DEC.JUDIC-CART.PREV. ECONOMISTA;10835,02;11248,93;12762,710000000001;14337,43;0;0
31901111;PESSOAL CIVIL PAGO PELO DDPE;2280298052,869998;2617881584,66;3429217437,080005;2932498752,0799994;2820744372,1500015;2047608499,1899996
31204101;COMPENSACAO PREVIDENCIARIA;0,0;0,0;0;0,0;0,0;0,0
31900320;PENSAO A HANSENIANOS;41250,0;29070,0;49595,0;90384,0;0;0
33913986;REFORMA DE IMOVEIS - FDE;0;0;0;0,0;0,0;0,0
44913999;OUTROS SERVIÇOS DE TERCEIROS;0;0;0;0;0;0,0
44909105;OBRIGACOES DE PEQUENO VALOR;53149,77;0,0;0,0;57304,3;16967,69;0,0
33913794;LIMPEZA E VIGILANCIA - SUS/FUNDES;0;0;0;0,0;510,0;6208,97
33903343;LOCACAO DE VEICULOS,AERONAVES E OUTROS;12832977,470000004;10671607,130000006;18342084,6;25911240,079999983;27805545,05000002;21889061,889999997
45916103;AQUISICAO DE IMOVEIS;0,0;0,0;720000,0;0;0;0
33413001;TRANSFERENCIAS PARA MATERIAL DE CONSUMO;0;0;0;0,0;0,0;625675,0
33903975;CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS;0;0;0;0;0;1466036,9899999998
33913990;OUTROS SERVICOS-PESSOA JURIDICA - SUS/FUNDES;0;0;0;0,0;2556161,3600000003;8490571,62
33903911;SERVICOS PRESTADOS PELA PRODESP;95306968,91000001;74084903,27000006;96339471,43;114394315,0099999;130369734,07000005;116316531,41000003
33903011;GENEROS ALIMENTICIOS PPAIS - LEI 14.591/11;0;0;0;0,0;189120,78;342210,0799999997
31901327;ENC.PATRO.POR DEMISSAO DE SERVIDOR/EMPREGADO;15275,16;44547,82;53300,35;98491,29999999999;5195,31;96047,69
33913620;OUTROS SERVICOS PESSOA FISICA - SUS/FUNDES;0;0;0;0,0;0,0;61004,45
44905112;INSTALACOES;1079178,72;5178202,6899999995;11143459,89;29977141,87;29821434,539999995;7576671,159999999
31909413;DESP.COM INCENTIVO A DEMISSAO VOLUNTARIA;0;0;0;0;0;0,0
33909313;AJUDA DE CUSTO-PESSOAL MILITAR;0,0;0,0;0,0;0,0;0,0;0,0
31901133;VENCITOS.ATRASADOS-OUTR.PODERES E MINIST.PUB;35886168,97;25089404,61;35103143,48;50220435,169999994;56075878,51;34076538,78
31900801;SALARIO FAMILIA - CIVIL;0;0;0;0,0;218372,43000000008;239064,11000000028
33903024;OUTROS COMBUSTIVEIS E LUBRIFICANTES;3369114,619999999;2978517,9299999997;3096974,359999994;3315035,189999995;2473780,6800000016;2196272,81
33905017;TELEFONIA MOVEL CELULAR;1132019,7400000007;1831307,790000001;1022179,2900000005;1825737,1499999992;1427552,6199999994;1696124,5
33413901;TRANSFERENCIAS PARA SERVICOS;0;0;0;0,0;0,0;0,0
31900112;INATIVOS DA POLICIA MILITAR;0;0;0;0,0;341745525,49;384828922,93
33909310;INDENIZACOES A PRESOS POLITICOS;132000,0;406000,0;1172000,0;415000,0;110000,0;0
31900318;PENSAO MENSAL MILITAR-13 SALARIO;0;0;0;0,0;6461951,99;7030020,92
33903918;PROPAGANDA/PUBLICIDADE;76569827,5;43928086,71999999;47800549,79;47168233,620000005;19170473,950000007;8980961,93
33903063;FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT;19092558,229999997;21402625,16;17714990,690000005;15719230,649999999;37319773,550000004;27493986,88
33903930;DESP.RELACIO.SOLUCAO DE DISPUTAS CONTRATUAIS;0;0;0;0;0;0,0
44909201;OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;186244,66;9454,66;1051792,77;34200,0;360173,5;420667,1
33913996;TAXA DE ADMINISTRACAO A SAO PAULO PREV-SPPRE;2781594,09;3943001,5700000008;5793533,1899999995;7625203,059999997;7612987,040000001;8370847,5600000005
33909213;GENEROS ALIMENTICIOS;173,74;0,0;1998,0;0,0;0,0;0,0
33504376;SANTAS CASAS;2544160,75;5706118,599999999;33382027,27;25371432,860000003;48450943,9;0,0
33904713;IPTU;5091358,06;167500,14;3389342,5499999993;1839750,3299999998;3909048,1199999996;725787,3899999999
33900843;AUXILIO-RECLUSAO(L.C.Nº1.012/07);0,0;0,0;0,0;0,0;44,91;0,0
33903993;VERBA DE REPRESENTACAO;13344756,690000001;0,0;0,0;1500,0;0,0;0,0
33903612;ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;9924543,349999981;9611683,380000005;9259923,059999995;10143817,590000004;9097369,85;10292326,709999995
33913092;MATERIAL DE CONSUMO - FDE;0;0;0;0;0,0;0,0
33904714;IMPOSTO DE RENDA;1041,81;0,0;40284,52;50036,13;159247,98;37585,29
33903052;MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;8540979,350000003;8806385,189999994;8589035,889999984;6735085,219999996;5571185,510000002;2927677,2699999986
31901611;VERBA HONORARIA;24843947,9;10387327,24;20701069,59;16851196,520000003;12843204,27;13119582,899999999
31900321;PENSAO JUDICIAL DE CARATER INDENIZATORIO;5580,0;6120,0;6662,0;7464,0;0;0
33903618;ETAPAS PAGAS A COLABORADORES EVENTUAIS;256,7;89534,79;0,0;0,0;0,0;0
33909318;AJUDA DE CUSTO PARA MORADIA (RES. CNJ 199/14;0;0;0;0;0,0;36065717,89
33903061;PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;3860992,7999999993;5432467,059999996;4319181,549999998;4072785,2699999996;12495525,920000007;1892413,160000001
33900313;PENSAO MENSAL MILITAR;58557951,97;66846901,5;82536175,23;92342829,15;0;0
45916510;SUBSCRICAO DE ACOES-INVESTIMENTOS;483800090,81;322861694,36;437490901,58;416158835,42;336808232,74999994;211864665,21
33903064;PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO;94366,51000000001;519,2099999999999;1810,71;11734,17;0,0;0,0
33909105;OBRIGACOES DE PEQUENO VALOR;338751,52;249931,43000000002;5131330,8;52930485,60000002;12451783,729999999;10737,150000000001
33903691;LOCACAO DE IMOVEIS;2607246,210000001;2552452,7699999977;3147775,6199999973;3433578,4099999974;4290070,550000002;4579345,719999999
33903016;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;0;0;0;0;0,0;1058540,0300000005
33903082;SEMENTES E MUDAS DE PLANTAS;0;0;0;0;0,0;85722,92
33903926;PUBLICIDADE LEGAL;244088,65000000002;396666,96999999986;723727,35;564095,5700000001;410942,61000000004;249895,47999999998
33903957;SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI;0;0;0;0;0,0;468012,43
44905130;EXECUCAO DE OBRAS E INSTALACOES;1644364679,9999986;1276361801,3300006;2063383789,8599985;1879351766,8199997;2109307441,1800003;1348305139,2399995
31911301;CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE;68063440,76;16117590,409999998;484647210,1900001;525067768,73999995;1815764872,219997;1079810476,6299996
33909219;GAS;0,0;0,0;0,0;0,0;0,0;0,0
33903945;OUTROS SEGUROS;3910832,609999997;4777483,389999999;3965352,2899999972;5190064,229999996;2859958,45;1025992,2400000003
33909317;INDENIZACAO-DECRETO 40.177/95 E 53.334/08;1001317,62;2599601,1;214849,51;11737012,699999997;1262331,5699999998;54170,05
33909320;CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA;8884036,72;9204728,19;10529727,1;11555936,200000001;12730542,129999999;13242941,78
33900842;AUXILIO FUNERAL - PODER EXECUTIVO;645167,75;1138475,47;351177,18000000005;807066,48;698025,0800000001;1052393,95
31901137;LICENCA PREMIO - PESSOAL CIVIL;0;0;0;0;0,0;11167549,62000001
33909222;IMPOSTOS EM ATRASO;4272,06;0,0;36155,840000000004;0,0;0,0;0,0
31914902;AUXILIO TRANSPORTE - SUS/FUNDES;0;0;0;0,0;0,0;0,0
31901134;REEMBOLSO DE FERIAS-OUT.PODERES E MINIST.PUB;14736094,940000001;34232723,96;48781040,06999999;5021475,4;0;0
33909308;RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC;0;0;0,0;619151,45;820872,27;68516,45
32902121;JUROS S/A DIVIDA EXTERNA POR CONTRATO;0,0;79714,1;18,79;16875,95;0,0;0,0
33903603;CONDOMINIO;8496,400000000001;3954,3799999999997;2188,2;13571,14;24504,48;15764,199999999997
33915018;UTILIDADE PUBLICA - SUS/FUNDES;0;0;0;0,0;198535,63999999998;92515,32
33504372;LEITO-DIA;67413,0;42090,0;42780,0;84985,0;146773,86;19000,0
44905211;TRENS;27444940,680000003;426052273,49999994;71062989,2;266407930,57000002;144076210,57999998;128070941,59
33903692;LOCACAO DE BENS MOVEIS;0;0;0;0;0,0;0,0
33504377;ENTIDADES DE ASSISTENCIA AOS PRESOS;198724,69999999998;0,0;277334,94;0,0;0,0;0
33903970;FORNEC.ALIMENT.PREPARADA-HOSPITALAR;4640148,439999999;2419150,71;9777589,089999998;9712079,570000002;13016913,650000004;819843,4400000002
31901320;OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO;576989,7500000002;899973,67;13313,01;57796,520000000004;405979,09;26817633,86
31900401;CONTRATACAO POR TEMPO DETERMINADO;0;0;0;0,0;5176,39;0,0
33903066;MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA;0;0;0;0;0,0;3436678,469999999
44905110;ESTUDOS E PROJETOS;65573328,64000001;51462176,029999994;88104664,09000005;200090209,95999995;127172616,46000001;49000088,12
31901312;OUTRAS CONTRIBUICOES DE PREV.SOCIAL;23433368,73;20990971,96;173454608,10999998;59194448,019999996;82132219,99000004;71281609,96
33913502;SERVICOS DE CONSULTORIA - SUS/FUNDES;0;0;0;0;0,0;0
33914115;OUTRAS CONTRIBUICOES-SUS/FUNDES;0;0;0;0,0;0,0;0
33204102;TRANSFERENCIAS;0;0;0;0;0,0;192655,01
33903922;LOC.MAQ.REPROGAFICAS C/MAO DE OBRA;1646822,82;277673,3700000008;565046,3200000005;2499466,6999999997;3824899,9700000007;2031239,0999999999
44704201;AUXILIOS PARA DESPESAS DE CAPITAL;0,0;0,0;4615951,78;0,0;340870,95;0
33900844;AUXILIO FUNERAL - OUTROS PODERES - INATIVOS;0;0;0;0;0,0;140438,35
33904717;ENCARGOS DECORRENTES DO PARCELAMENTO PASEP;0,0;0,0;0,0;0,0;0;0
33904111;CONTRIBUICOES CORRENTES A FUNDOS;2000,0;0,0;0,0;0,0;0,0;0,0
33909103;CREDITOS DE NATUREZA ALIMENTICIA;3907128,9599999995;735223757,24;79377775,59;1580246,74;61954276,13;51282703,230000004
44905131;DESAPROPRIACOES;0;0;0;0;0,0;194000,0
33903022;DIESEL AUTOMOTIVO;2969511,1999999974;2585007,8500000006;1470095,8400000003;2456022,7900000005;2691176,319999999;2230562,9899999998
32902110;JUROS SOBRE A DIVIDA POR CONTRATO;816760,73;0,0;571342134,73;587354989,12;645946870,5;730614142,4
33914301;SUBVENCOES SOCIAIS - SUS/FUNDES;0;0;0;0,0;0,0;315155,92
44905234;OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;157321120,0000002;110179194,98000015;180846499,49999988;165338489,86000013;172957140,72000006;85882806,96999998
31900124;COMPLEMENTACAO DE APOSENTADORIA;7685357,76;4566116,350000001;9809840,259999998;5117208,049999999;117308838,35;121169912,11999999
33903913;LOCACAO DE EQUIPAMENTOS DE INFORMATICA;3936610,68;3586269,9699999997;4157429,959999999;4670812,500000002;4169691,7200000016;2295347,4599999995
31900903;SALARIO FAMILIA-INATIVOS DO EXECUTIVO;6611,75;8017,749999999999;3264,78;2775,84;0;0
33909322;AUXILIO-ENC.GER.DE GAB. DEPUTADO E AUX.HOSPE;0;0;0,0;2609391,29;3134810,1;2415749,58
33909316;RESTITUICOES DE RECEBIVEIS;0,0;0,0;0,0;0;0,0;0
31900322;PENSIONISTAS- DEC.JUDIC.-CARTEIRAS EXTINTAS;61472,04000000001;61904,91;63946,69999999999;63624,07000000001;141862,34;50173,630000000005
33408160;TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS;527420,61;396602,42000000004;236632,01;216963,2;225079,78000000003;234897,94999999998
31900904;SALARIO FAMILIA-INATIVOS OUTROS PODERES;18,08;19,48;0;0;0;0
33909217;TELEFONE,TELEX,OUTRAS;680804,59;5949,61;1408,12;2938,8199999999997;0,0;0,0
44903611;OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;0;0;0,0;2474,72;9922,75;8237,470000000001
31901112;PESSOAL CIVIL PAGO PELA UNIDADE;1344594813,6299999;2651105478,3099995;2639093136,420001;2557794344,7400007;2409725803,4000006;1437692331,3199995
31911617;OUTRAS VARIAVEIS PESSOAL - SUS/FUNDES;0;0;0;0,0;618553,0;12005,81
31900120;REEMBOLSO DE FERIAS-OUTR.PODERES/MINIST.PUBL;1542991,1900000002;3999853,8499999996;3479217,11;1155841,49;0;0
33903624;BOLSA PARA MEDICOS RESIDENTES;0;0;0;0;0,0;376518,42
33903506;ASSESSORIA DE IMPRENSA E COMUNICACAO;0;0;0;0;0,0;3979918,0500000003
33903971;FORNEC.ALIMENTACAO PREPARADA-FUNCIONARIOS;7075461,079999995;7087096,909999996;9453177,909999998;10780322,44;14583842,40000001;33567,97
33900314;PENSIONISTAS - OUTROS PODERES;29453979,33;27255547,74;29903282,32;35021957,33;0;0
33903026;CESTAS BASICAS;835703,6;750214,64;493767,18000000005;760897,89;1336677,72;500,0
45906103;AQUISICAO DE IMOVEIS;9724703,32;1836014,62;72277048,33000001;61922573,76;37695169,39;44151691,61
33504380;SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE;624494,2000000001;5560505,880000001;17652880,36;11420726,450000001;43390475,379999995;43546994,79000001
32902221;ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO;0,0;0,0;18,79;0,0;0,0;0,0
33903622;MANUT.E CONSERV. DE BENS IMOVEIS;0;0;0;0;0,0;0,0
33903961;CURSOS PARA SERVIDOR/FUNCIONARIO;0;0;0;0;0,0;8907046,949999997
33909102;DESPESAS DECORRENTES DE ACOES JUDICIAIS;736757,33;5443665,59;20898038,1;12352,73;1094981,37;57079,009999999995
44405201;TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE;11789455,0;6571188,22;20967395,490000002;26352295,46;88651009,81000003;7431323,109999998
33909301;INDENIZACOES E RESTITUICOES DIVERSAS;189128049,37000006;6237609,35;6488736,25;4022638,2399999998;24519113,779999994;28450445,07
31900116;INATIVOS 13 SALARIO-PESSOAL MILITAR;0;0;0;0,0;200203246,44;15530535,44
44905210;VEICULOS DIVERSOS;138715744,03000003;149105016,72;249721644,11999997;241360070,08;420228894,75;83814629,23
44504201;AUXILIOS PARA DESPESAS DE CAPITAL;37178789,949999996;38982727,90999998;106657747,47999999;98392770,48999996;96609570,04000002;29737652,860000003
31901311;OBRIGACOES PATRONAIS-INAT.E PENSIONISTAS;0,0;0,0;37981353,65;0,0;0,0;0
31900324;PENSIONISTAS-CART. SERVID. MUNICIPAIS-CASEM;63644,21;56717,17;51303,65;55453,05;0;0
31901209;PESSOAL MILITAR-13 SALARIO;0,0;0,0;0,0;0,0;0,0;0,0
33504374;CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS;155250,51;3234288,99;1813544,04;5516400,0;37040345,62;0,0
33903340;REGIME DE QUILOMETRAGEM;253651,18;236742,41;165443,91999999998;143707,44;247424,69;359830,19999999995
33909315;AJUDA DE CUSTO-PESSOAL CIVIL;151253,22;395261,36999999994;362127,61;688370,0299999999;864800,88;565595,89
31901616;DESPESAS EVENTUAIS DE PESSOAL CIVIL;2504950,6900000004;3510001,5499999993;19657190,830000002;24349136,889999997;24379181,5;15142595,44
44915140;PROJETOS, GERENC. E EXECUCAO DE OBRAS - FDE;0;0;0;0,0;0,0;0,0
31901129;PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO;3817487,2500000005;6757568,099999998;16977795,650000006;34514871,440000005;38046342,83000002;89933003,36000003
33900810;AUXILIO-CRECHE E AUXILIO-ESCOLA;751514,95;934714,84;713415,36;995244,8799999999;1066219,0499999998;1307578,6800000002
33903512;ENCARG.SOCIAIS E OBRIG.FISCAIS AUDIT/CONS.;394551,1;32739,96;21906,13;56087,57;41143,3;16179,610000000002
45906301;AQUISICAO DE TITULOS DE CREDITO;0;0;0;0;0;0,0
33909212;ALIMENTACAO PREPARADA;0,0;23844,399999999998;0,0;0,0;0,0;0,0
33909309;RESSARCIMENTO DE AUXILIO PRE ESCOLAR;0;0;0;0;0,0;0,0
33909214;LIMPEZA;68809,93;363,78;2373,0800000000004;0,0;0,0;0,0
33903295;MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA;8888455,989999996;16078256,619999994;13410675,690000003;11748334,440000003;9871132,630000003;3794541,310000001
31900319;PENSIONISTAS-REVOLUCAO DE 1932;1454136,3;1229016,82;1153884,95;1677013,33;0;0
33903090;OUTROS MATERIAIS DE CONSUMO;161576274,79000047;189775477,7299996;320451092,4499991;179472414,22999984;161491156,0299998;44213249,829999946
33904716;PARCELAMENTO PASEP;449177,6;0,0;172028,49;555755,4199999999;163705,19;133829,48
33903906;VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS;67372904,61999999;88539341,94000001;136510834,26000002;148570027,65000007;171495480,41;167838932,74000007
31905920;PENSAO A HANSENIANO;0;0;0;0,0;195520,0;271844,0
31900316;PENSIONISTAS 13 SALARIO-OUTROS PODERES-RPPS;0;0;0;0,0;1995319,38;2094891,4
33911402;DIARIAS - SUS/FUNDES;0;0;0;0,0;0,0;181443,05
31900115;INATIVOS 13 SALARIO-OUTROS PODERES - RPPS;0;0;0;0,0;84819006,37;12751376,59
33904114;OUTRAS CONTRIBUICOES;0;0;0,0;8221699,120000001;0,0;0,0
33413999;OUTROS SERVICOS DE TERCEIROS;0;0;0;0,0;14908563,049999995;17569973,350000005
33903951;CARGA DESCARGA EMPACOTA.PESAGEM LOG.ARMAZENA;0;0;0;0;0,0;665361,52
44903612;ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;0;0,0;1152,0;0;0;0
33900841;AUXILIO FUNERAL - OUTROS PODERES;112469,56;176160,68;150294,56;251335,78000000003;268508,00999999995;105654,69
31900701;CONTRIBUICAO PATRONAL;0;0;0;0,0;16703748,350000001;51092793,63000005
31900119;ATRASADOS-OUTROS PODERES/MINIST.PUBLICO;30185100,98;28267151,07;27039692,19;52594484,75;68216785,57000001;40438690,349999994
33909221;DIARIAS;860134,3200000001;186194,29999999996;36924,689999999995;80709,65000000001;24387,54;1155621,07
33903980;CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;87849468,13999991;78029555,67999974;85067236,80999994;86306229,92000002;167299850,15000024;87672224,33999997
31900314;PENSIONISTAS-OUTROS PODERES-RPPS;0;0;0;0,0;35786642,989999995;37387356,4
33909104;CREDITOS DE NATUREZA NAO ALIMENTICIA;29171,86;45576936,53;22328968,670000006;36901639,699999996;20334982,139999997;3990722,34
44903912;SERVICOS,PROGRAMAS,APLICATIVOS DE INFORMATIC;11543142,99;8890904,54;5075527,069999999;2870675,8499999996;25256493,27;6913338,49
33903054;MATERIAL INSTALACAO ELETRICA E ELETRONICA;0;0;0;0;0,0;1081567,18
33903959;SERVICOS DE SOCORRO E SALVAMENTO;0;0;0;0;0,0;0
33503977;CONVÊNIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS;899877,5900000001;723406,64;915198,9199999999;5270924,12;8664482,18;3650685,4799999995
33903962;CURSOS P/ NAO SERVIDOR,INCLU.QUALIF.PROFISSI;0;0;0;0;0,0;11176488,02
45906201;AQUISICAO DE PRODUTOS PARA REVENDA;13261,7;0,0;12520,5;600,0;0;0
33604504;SUBVENCOES ECONOMICAS;0;0;0;0;0,0;0,0
33903796;SERVICOS DE LIMPEZA;65993266,42999998;65997142,30999998;97057983,88999999;111983986,07;116704020,54000005;100499250,58000007
33903508;CONSULTORIA EM TECNO. DA INFORM.PESSOA FISIC;0;0;0;0;0;0,0
33408110;TRANSFERENCIA A MUNICIPIOS-ICMS;0,0;0,0;0,0;0,0;0,0;0,0
44905232;MOBILIARIO EM GERAL;57738696,630000025;66896142,529999994;93418920,86000007;85544541,50999996;47856183,87000001;32517174,509999998
33903928;SERVICOS DE PUBLICIDADE INSTITUCIONAL;0;0;0;0,0;39854929,56;10463819,270000001
33903964;CRECHE;0;0;0;0;0,0;675498,53
