CODIGO UNIDADE ORCAMENTARIA;NOME UNIDADE ORCAMENTARIA;2010;2011;2012;2013;2014;2015
28001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;18025383,59;35165962,07;49753143,88000003;46726770,04000001;78381689,39999999;52528990,08
29048;FUND.SISTEMA EST.DE ANALISE DE DADOS-SEADE;3476133,97;2582340,8300000015;2841839,130000001;2603915,8099999996;3476219,5899999994;2908349,250000001
9047;FUNDACAO PRO-SANGUE HEMOCENTRO DE SAO PAULO;6290826,020000001;6319945,869999999;4298402,779999998;9728454,100000003;7662583,130000001;6805020,040000004
28010;FUNDO SOC. DE SOLIDARIEDADE EST.S.P.-FUSSESP;1237661,0899999996;2591566,3199999994;2471568,2499999995;3017618,18;6703084,200000004;5701877,04
25001;SECRETARIA DA HABITACAO;131372579,4;248188912,39999998;558306323,8;135326080,21;306375430,8799999;45251893,37
51086;EMPLASA-EMPRESA PAULISTA DE PLANEJ.METROP.;0;0;0;0;0;0,0
51053;AGEMCAMP-AG. METROPOLITANA DE CAMPINAS;0;0;0;0;0;0,0
9046;FUNDACAO ONCOCENTRO DE SAO PAULO;1254186,23;878099,7899999999;645829,6800000002;695672,7099999998;975194,6200000002;1144931,08
28081;CART.DE PREVIDENCIA DOS ECONOMISTAS EST.SP.;0,0;0,0;66511,0;0;0;0
9045;FUND.PARA O REM.POPULAR CHOPIN T.LIMA-FURP;12589821,810000004;10411522,379999995;19746675,09999999;11062547,140000004;5894695,179999999;103043958,52
51001;SECRETARIA DE GOVERNO;0;0;0;0;0;0,0
51004;FUSSESP-FUNDO SOCIAL SOLIDARIEDADE EST.S.P.;0;0;0;0;0;0,0
23001;SEC.DO EMPREGO E RELACOES DO TRABALHO;62935853,28;48556013,539999984;30365620,039999995;12080172,159999996;20207586,85000001;17161370,84
43047;FUND.DE AMPARO A PESQUISA DO EST.S.P.-FAPESP;22189566,33;26015746,549999997;0;0;0;0
48090;EMP.PAULISTA PLANEJ.METROPOLITANO S.A-EMPLAS;0;0,0;11965901,41;9119622,540000001;9402848,160000002;325985,92000000004
51052;AGEM-AG.METROPOLITANA DA BAIXADA SANTISTA;0;0;0;0;0;0,0
49055;AG.REGULADORA SANEAM.ENERGIA EST.S.P.-ARSESP;0;0,0;3497073,850000001;4108056,0100000007;6670345,090000002;5018155,310000001
20060;CART.PREVIDENCIA DOS ECONOMISTAS DE SAO PAUL;0,0;0,0;0;0;0;0
46046;FUNDACAO MEMORIAL DA AMERICA LATINA;2449935,3699999996;1706007,56;0,0;0,0;0,0;0
51051;ARSESP-AG.REGUL.SANEAM. E ENERGIA EST.SP.;0;0;0;0;0;0,0
38009;COORD.DE REINTEGRACAO SOCIAL E CIDADANIA;1582962,5200000003;1245158,13;1533397,1700000004;1839804,4299999997;3103022,2200000007;1432340,73
28060;AGENCIA METROP VALE DO PARAIBA E LIT NORTE;0;0;0;0;0;0,0
50002;COORDENADORIA DE TURISMO;0;0,0;2730070,04;9137947,8;5564110,8900000015;947734,52
2001;TRIBUNAL DE CONTAS DO ESTADO;43378197,85000002;48266326,93999999;43027459,40000001;46430463,74000001;46155887,14;79369822,59999995
18001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;16920523,889999997;17009343,139999993;20558686,37;26263729,179999985;115204383,00999989;131455281,01000005
10055;SUPERINT.TRAB.ARTESANAL NAS COMUNIDADES;0;0;0;0,0;157416,11000000002;257654,34000000003
17055;INST.MED.SOCIAL CRIMINOLOGIA DE SP-IMESC;1910263,6800000002;2213178,2800000003;3079671,05;3870279,3100000005;4899916,82;4340800,720000001
10061;UNIVERSIDADE EST PAUL.JULIO MESQ.FILHO- UNES;0,0;0,0;1144154785,7299592;1035834112,1500025;1022169717,12;958932421,9699997
12045;FUND.PADRE ANCHIETA-CENTRO PAUL.RADIO-TV EDU;15051702,350000005;57007329,00000001;31739022,46;17371202,560000002;15205251,94;18442706,519999996
43061;UNIV.EST.PAULISTA JULIO MESQ.FILHO-UNESP;315636934,54998446;448464508,1499685;0,0;36829976,46000036;337167033,47;0
42001;DEFENSORIA PUBLICA DO ESTADO;52123261,52000002;58110060,81000004;61747734,57;61670404,29999996;47884503,459999956;53021052,10999999
48001;SECRETARIA DE DESENVOLVIMENTO METROPOLITANO;0;0,0;31199229,839999996;36069736,41;37436483,25;41072234,5
16057;AG.REGUL.SERV.PUBL.DELEG.TRANSP.E.S.P.-ARTES;28720043,110000003;20575292,79;27316397,93;41187142,849999994;49395710,76000003;34331001,480000004
20008;JUNTA COMERCIAL DO ESTADO DE SAO PAULO-JUCES;6104238,099999999;3795390,69;0;0;0;0
26046;FUNDACAO PARQUE ZOOLOGICO DE SAO PAULO;2587430,68;3059537,789999999;4771186,290000001;5353778,029999999;5950669,3;2956741,8000000007
8007;COORDENADORIA DE ENSINO DO INTERIOR;860170018,3699985;1002746337,2899963;1367288786,7800033;10699191,049999999;1511579,83;123864,47
9059;HOSP.CLINICAS FAC.MEDICINA DE BOTUCATU-HCFMB;0;0,0;1128834,4200000004;17769147,29;33096474,02;22065202,300000004
13001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;39934077,300000004;51969516,579999976;120980499,66;81270146,68;145957086,5000001;78591199,9
9057;HOSPITAL DAS CLINICAS FAC DE MEDICINA DA USP;85736941,08999996;403228403,99000037;472754583,09000015;520224651,72;658984650,0599995;560183465,1199996
49001;SECRETARIA DE ENERGIA E MINERACAO;0;0;0;0;0;1417005,8
13015;AGENCIA PAUL.DE TECN.DOS AGRONEGOCIOS-APTA;21441184,81;20575350,479999997;24035278,740000006;33991017,08;25472322,76;23053492,540000003
26097;CETESB-COMPANHIA AMBIENTAL DO EST.DE S.PAULO;21200683,289999995;6819373,939999998;18019640,25;1973291,1;7917662,73;32974994,62
51050;ARTESP-AG.REG.SERV.PUBL.DEL.TRANSP.EST.SP.;0;0;0;0;0;0,0
17056;INST.DE PESOS E MEDIDAS EST.SP - IPEM;6422229,290000001;6824415,029999999;10571041,409999993;13254029,66999999;30684363,020000003;14649771,340000002
1001;ASSEMBLEIA LEGISLATIVA;55520583,12000001;74489314,30999999;52086638,789999984;57191846,320000015;88622421,72000001;78460945,16999999
38001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;103228488,21999998;136928597,57;147192913,9600001;154094661,85999995;66343610,83000003;72521781,11000001
8006;COORD.ENSINO REG.METROPOLITANA GDE.SP.;884035009,3899988;1018946055,269996;1271585450,14;14604558,759999996;62258,420000000006;4375,549999999999
8002;CONSELHO ESTADUAL DE EDUCACAO-CEE;264826,32;314022,32999999996;379213,91000000003;252254,19999999998;841548,84;238768,13999999996
28047;FUNDACAO DO DESENVOLVIMENTO ADMINISTRATIVO;20474,11;0;0;0;0;0
38005;COORD.UNID.PRISIONAIS REG.CENTRAL DO ESTADO;24465541,08000001;26164592,68;34100470,810000025;32901360,40000003;45660978,40999999;46645963,449999996
10001;SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA;60977158,379999995;50511510,900000006;88955945,53;116150439,32999997;101908306,7;29418934,480000004
10046;FUNDACAO UNIV.VIRTUAL DO EST.DE S.P.-UNIVESP;0;0;0;0,0;5116355,75;3081118,8500000006
26003;COORD.INF.TEC.,DOC.PESQUISA AMBIENTAL;0,0;0,0;0;0;0;0
26002;COORD.LICENC.AMB.E DE PROT.REC.NATURAIS;175,0;0,0;0,0;0;0;0
8013;COORD.DE INFRAESTRUTURA E SERVICOS ESCOLARES;0;0;0,0;632479157,6499997;398384893,7100001;199482086,2199999
9006;COORD. DE SERVICOS DE SAUDE;185284910,90999958;186151231,31999934;316260241,50000024;236012458,12999973;297112676,87000036;223674023,72000018
39056;AGENCIA REGUL.SANEAM.ENERGIA EST.S.P.-ARSESP;2837288,2499999995;7144772,330000002;3772,0;0;0;0
29090;EMP.PAULISTA DE PLANEJ.METROP.S.A.-EMPLASA;8005141,57;12350424,309999995;718685,89;163867,47;0,0;0
13013;COORDENAD.DO DESENVOLVIMENTO DOS AGRONEGOCIO;12968526,38;12174265,01000001;438039,30999999994;735750,18;1826776,8599999999;831275,9700000001
20059;CART.PREV.SERV.NAO OFICIALIZ.JUSTICA ESTADO;38048345,68000001;0;0;0;0;0
37092;CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM;599179016,7500002;436281343,58000046;562377337,2800004;550828259,4499996;617823380,5100001;452960065,0
8014;COORDENADORIA DE ORCAMENTO E FINANCAS;0;0;0,0;272730,33999999997;288274,5;315316,87
35001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;2751743,4999999995;2595831,2300000004;19261673,900000002;4267550,040000001;24731551,080000006;17625530,54
16055;DEPARTAMENTO DE ESTRADAS DE RODAGEM-DER;665820065,8599985;381770384,2400004;1449122806,7199984;1362425496,6100004;1607004223,260002;975943274,4000009
48055;AGENCIA METROPOLITANA BAIXADA SANTISTA-AGEM;0;0,0;229558,55000000005;727552,0199999997;194484,93000000008;0
41001;SECRETARIA DE ESPORTE, LAZER E JUVENTUDE;31036968,039999995;25215882,47000003;26219574,269999996;18057315,239999995;32158729,22999998;19151219,049999982
9012;FUNDO ESTADUAL DE SAUDE - FUNDES;0;0;0;0,0;13356900,799999999;191326,95999999996
10047;FUNDACAO AMPARO PESQUISA EST.SAO PAULO-FAPES;0;0,0;26569890,759999998;30231588,68;80080798,21;81991052,22
29056;AGENCIA METROPOLITANA DE CAMPINAS - AGEMCAMP;404154,41;311961,60000000003;0;0;0;0
17047;FUND.INST.TERRAS JOSE GOMES DA SILVA-ITESP;5783642,520000003;4228182,96;7851613,580000001;12992817,389999999;12288345,539999995;12917006,760000004
13014;COORDENADORIA DE DEFESA AGROPECUARIA;10592057,620000008;13825097,73;6208294,44;11157909,020000005;16153657,609999996;11847641,85
38004;COORD.UNID.PRISIONAIS REG.V.PARAIBA E LITORA;20356041,379999988;20690214,050000004;33273205,639999986;30335461,640000004;36843622,18999995;35201680,13
44058;INSTITUTO ASSISTENCIA MED.SER.PUBLICO-IAMSPE;85215754,3400001;108801276,49999997;94732742,66999999;99895777,76000012;97140899,42000002;46445383,81999996
9008;COORDENAD.DE CONTRATACAO DE SERVICOS DE SAUD;0,0;0;0;0;0;0
20006;COORDENADORIA GERAL DE ADMINISTRACAO-CGA;24643799,62999998;23158310,88;30082910,309999973;19849897,600000005;23439670,380000032;15553461,69000001
40001;PROCURADORIA GERAL DO ESTADO;56765535,759999976;844073102,0300007;81161411,35;287065247,5499999;82948650,95000009;55777156,46000001
20005;COORD.ENTID.DESCENT.CONTR.ELETRONICAS-CEDC;3071153,37;4544333,529999999;4518076,879999998;4871048,48;4914082,470000002;3538513,76
50090;COMPANHIA PAULISTA EVENTOS E TURISMO-CPETUR;0;0,0;892550,17;1071825,43;1675517,5200000003;566947,05
