CODIGO ITEM DE DESPESA;NOME ITEM DE DESPESA;2010;2011;2012;2013;2014;2015
31901320;OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO;26348382,6;31604427,45000001;38508548,15000001;41791161,46;19800409,259999994;46872284,85999998
31901321;FGTS-13 SALARIO;7498019,45;5971543,130000004;5810340,799999999;5415216,849999999;5875676,3100000005;4697907,340000002
31901322;PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL;26703520,37999999;98129755,30999997;121103370,4399999;129471123,50999998;135221961,04;160968130,30000004
31901323;PREVIDENCIA SOCIAL/PESSOAL CLT;675787138,7200004;886683424,3799996;948923308,4799995;1006890191,6599994;1111196344,8299994;1204894276,8700006
31901324;PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO;42154699,93999993;31555051,23;55196138,71000002;46811655,86;52968883,61999997;58355992,32000003
31901327;ENC.PATRO.POR DEMISSAO DE SERVIDOR/EMPREGADO;2735178,25;5466415,099999999;7926857,329999997;4694614,8500000015;2735024,8399999994;91101,23999999999
31901611;VERBA HONORARIA;164285933,04999995;169637075,88999996;179744054,94000003;189160112,27000004;206550060,32999998;212639309,0000001
31901612;VERBA HONORARIA-13 SALARIO;410765,98;903449,7800000003;714908,67;790598,3600000001;767824,2299999996;749047,4200000002
31901616;DESPESAS EVENTUAIS DE PESSOAL CIVIL;36907793,45000002;51643746,73000002;25566953,589999992;33590251,56000001;37054706,66000001;47092800,68000001
31904901;AUXILIO TRANSPORTE;345085178,40000147;374100307,5800018;361667838,74000114;370258707,31999886;356433829,59999895;413404131,749999
31905919;PENSIONISTAS DA REVOLUCAO DE 1932;0;0;0;17095600,470000003;15096032,379999999;13412264,380000003
31905920;PENSAO A HANSENIANO;0;0;0;3016692,0;2836694,0;2784140,0
31905921;PENSAO JUDICIAL DE CARATER INDENIZATORIO;0;0;0;34714559,599999994;34317339,839999996;39129153,06000001
31909412;INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.;7597341,2400000105;9156358,259999996;9011067,140000006;16950408,380000018;20446321,770000003;13418150,989999998
31909413;DESP.COM INCENTIVO A DEMISSAO VOLUNTARIA;0;0;0;0;0;44633063,510000005
31909415;INDENIZACAO POR ACIDENTE DE TRABALHO;400,0;0;148534,08000000002;8390,119999999999;0,0;0,0
31909416;OUTRAS INDENIZACOES DE PESSOAL;17082259,849999987;52196732,990000114;562306735,8000007;73656726,38999994;195146038,97999913;157564573,11000004
31909434;REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS;0;0;0;728785857,2;569769779,6799998;739989212,7399999
31909435;REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS;0;0;0;34125751,45000002;26436099,340000004;29607257,51
31910702;CONTRIBUICAO PATRONAL-SUS/FUNDES;0;0;0;8224,18;266676,56;5659377,29
31910805;CONTRIB RPPS P/SAL-FAMI.SERV.FALECIDO_L 96/7;0;0;0;1865,1599999999996;1252,86;0
31910806;SALARIO FAMILIA - SUS/FUNDES;0;0;0;0;0,0;0,0
31910905;CONTRIB RPPS EST P/SAL FAM SERV FALEC-L.96/7;2838,1800000000003;2831,0200000000004;1756,2600000000002;0,0;0;0
31911113;VENCIMENTOS - SUS/FUNDES;0;0;0;410416431,6999999;650138431,37;707171957,8600003
31911301;CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE;4004913158,8899903;4361410436,420006;4872190578,610001;5120440760,649962;5628248076,910012;6223430631,500028
31911302;CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV;7204674821,640007;8405738581,640001;33754566,7;10003960113,479998;11002025474,64999;12853180180,16999
31911304;PARCELTO. DE DEBITOS JUNTO A PREV ESTADUAL.;0;21981242,14;10613339290,060001;0,0;0,0;0,0
31911305;OBRIGACOES PATRONAIS - SUS/FUNDES;0;0;0;74407785,03999999;164302994,42000002;178579073,85
31911617;OUTRAS VARIAVEIS PESSOAL - SUS/FUNDES;0;0;0;0,0;0,0;1870335,5000000002
31914902;AUXILIO TRANSPORTE - SUS/FUNDES;0;0;0;0,0;28390,93;394850,0
31919417;INDENIZACOES DE PESSOAL - SUS/FUNDES;0;0;0;0,0;1644,4;0
32902110;JUROS SOBRE A DIVIDA POR CONTRATO;5745924339,68;5850812311,089999;6711885271,460001;7290414356,930002;8166291756,840005;7971296369,68
32902121;JUROS S/A DIVIDA EXTERNA POR CONTRATO;100513095,91999999;102390413,97999999;129377736,67;125912229,39999999;137333748,47;223049062,14000008
32902201;ENCARGOS COM INSTITUICOES FINANCEIRAS;285362,93;0,0;83913,20999999999;167490,87000000002;106999,99999999999;27106,45
32902210;OUTROS ENCARGOS S/A DIVIDA POR CONTRATO;362766858,44;552802514,4800001;259801833,25;253675685,1000001;490552197,83000016;822207761,9399998
32902221;ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO;6465128,429999998;12741381,74;9356762,96;13922065,390000004;36051476,77;54443768,339999996
33204101;TRANSFERENCIAS A UNIAO;16751668,29;18896117,780000005;127292158,80999996;29137612,14999999;0,0;0,0
33204102;TRANSFERENCIAS;0;0;0;0;12837306,9;19920895,339999996
33403001;TRANSF.PARA MATERIAL DE CONSUMO;164109834,77999887;186232135,60999623;229122965,3699956;288198640,9699998;287586390,1400003;266212395,38000098
33403347;TRANSPORTE ESCOLAR;0;0;0;220221194,11000004;465391254,18999964;521341275,60999966
33403901;TRANSFERENCIAS PARA SERVICOS;405398464,3399999;455128382,1099997;558620742,4700009;236128281,3600002;128248074,61000004;83481124,22
33403902;SERVICOS DE SAUDE-GESTAO MUNIC.-PREFEITURAS;4996531,6;0;0;22740688,02;20279272,72;13035600,0
33408110;TRANSFERENCIA A MUNICIPIOS-ICMS;22848066780,73;25209540858,45;26894576194,33;30077214432,899998;30290779450,99;31120705921,900005
33408120;TRANSFERENCIA A MUNICIPIOS-IPVA;4697755738,16;5258943986,280001;5813405104,319999;6201017751,040001;6812160205,619999;7281232462,4800005
33408150;TRANSFERENCIA A MUNICIPIOS-IPI;184275427,66000003;220510090,17000002;212095560,75000003;223365003,56999996;243006337,19000003;246356732,58000004
33408160;TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS;106934756,65999998;120569878,55;79880385,44000006;45000207,34999999;100636691,89999999;125510435,91000001
33413001;TRANSFERENCIAS PARA MATERIAL DE CONSUMO;0;0;0;45990303,3500003;68260964,46000114;64204599,960000254
33413901;TRANSFERENCIAS PARA SERVICOS;0;0;0;103860245,6;216306041,2499999;123003590,21999995
33413999;OUTROS SERVICOS DE TERCEIROS;0;0;0;167548228,82999995;197385965,5799999;180958471,7599999
33503976;TERMO DE PARCERIA COM OSCIP (LEI 11.598/2003;0,0;1204131,9;0,0;0;0;0
33503977;CONVÍNIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS;2634736,83;3218204,8200000003;42055570,2;57107285,20999999;93831461,3;856920941,1899999
33504104;CONTRIB.A ENT.PRIVAD.SEM FINS LUCRATIVOS;8915117,12;12590392,02;19921664,37;19106863,979999997;27803875,140000004;2649560,3400000003
33504105;CONTRIB.APM LIQUID. DEB.TRAB. LEI 14.689;0;0;328072,08;821572,65;837690,8800000001;891844,9700000001
33504372;LEITO-DIA;418209,0;455860,0;426581,0;565478,11;687525,5100000001;675332,8
33504374;CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS;54139752,43;197804967,45999995;337783042,81;218679013,36;173618141,07000005;164755914,73
33504375;CRECHES;500000,0;0;0;0;0;0
33504376;SANTAS CASAS;347239854,7000002;328883914,77999973;372409759,9800004;312643020,8999997;575767998,3500007;433824034,73999995
33504377;ENTIDADES DE ASSISTENCIA AOS PRESOS;13112151,85;9612068,91;5580844,61;2993469,84;3180231,1599999997;0
33504379;CONVENIOS COM ORGANIZACOES SOCIAIS;591132763,38;495938617,96;307611679,74000007;232813339,22000003;264332559,29;233743741,42999998
33504380;SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE;1863808767,9100006;2180312776,930001;2288840815,9800005;2551666385,7;2623862257,3599997;2600047963,0299983
33504390;OUTRAS SUBVENCOES SOCIAIS;575053271,2800007;655752633,44;633125952,6500005;831034241,6400001;1275842894,810003;1451784904,220003
33604501;SUBVENCOES ECONOMICAS;0;0;0;3303658,0300000003;0,0;0
33604504;SUBVENCOES ECONOMICAS;0;0;0;0;1052611,06;1436674,46
33704110;TRANSF.A INST.MULTIGOVERN.NACIONAIS;82806959,82000001;96562015,80000001;96553940,0;107452707,80000003;113373175,99999999;115315434,84
33704111;SERVICOS DE SAUDE-GESTAO MUNIC.-CONSOR.MUNIC;27428818,71;31332049,84;34133945,88999999;40487798,84999999;0,0;0
33704116;SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS;0;0;0;0;34269252,4;39912261,74999999
33804101;TRANSFERENCIAS A OUTROS GOVERNOS;0;157357,2;0,0;0;0;0
33804103;CONTRIBUICOES A FUNDOS INTERNACIONAIS;2231231,65;0;0;1463776,04;0;0
33900111;INATIVOS-PODER EXECUTIVO;7078266556,220002;7958392432,570001;9316801314,67;0;0;0
33900112;INATIVOS DA POLICIA MILITAR;2096272114,7100003;2595242968,07;3579548106,5499997;0;0;0
33900113;INATIVOS - OUTROS PODERES;1372119923,9899998;1572968245,62;1827530180,6699994;0;0;0
33900114;INATIVOS 13∫ SALARIO-PODER EXECUTIVO;570395871,3199999;665436954,3800001;730346972,69;0,0;0;0
33900115;INATIVOS 13∫ SALARIO - OUTROS PODERES;118081138,08000001;131586891,5;146035174,6;0;0;0
33900116;INATIVOS 13∫ SALARIO-PESSOAL MILITAR;178419154,04;226781034,77;263893016,45000002;0;0;0
33900311;PENSIONISTAS - PODER EXECUTIVO;1994241956,6399994;2186316830,2799997;2410538608,95;0,0;0;0
33900313;PENSAO MENSAL MILITAR;900858305,1000001;1078536259,15;1375802966,73;0,0;0;0
33900314;PENSIONISTAS - OUTROS PODERES;421605893,0300001;433442233,79;509193408,61;0,0;0;0
33900315;PENSIONISTAS 13∫ SALARIO - PODER EXECUTIVO;161911881,48999998;184644030,9;209595825,95999998;0,0;0;0
33900316;PENSIONISTAS 13∫ SALARIO - OUTROS PODERES;35556936,46;36645417,43;44421960,25;0,0;0;0
33900318;PENSAO MENSAL MILITAR - 13∫ SALARIO;78666734,47000001;99532215,42999999;117924341,91;0,0;0;0
33900810;AUXILIO-CRECHE E AUXILIO-ESCOLA;12393593,810000002;12251748,68;12675812,670000004;14535109,33999999;17012164,549999997;17679790,570000004
33900841;AUXILIO FUNERAL - OUTROS PODERES;2696216,809999999;2816290,35;2826293,94;3271557,9099999997;1156769,4800000002;727758,1500000001
33900842;AUXILIO FUNERAL - PODER EXECUTIVO;14183711,189999985;14845658,109999986;20309663,769999996;20781729,770000014;19942184,32;24530331,59
33900843;AUXILIO-RECLUSAO(L.C.N∫1.012/07);722295,6200000001;953256,49;1101508,75;1662489,8599999999;1480588,9500000002;1534671,4
33900844;AUXILIO FUNERAL - OUTROS PODERES - INATIVOS;0;0;0;0;2825849,6799999997;3817248,870000001
33900845;AUXILIO FUNERAL - PODER EXECUTIVO - INATIVOS;0;0;0;904821,6599999998;2009018,8599999996;2238553,7099999986
33900846;AUXILIO SAUDE - OUTROS PODERES;0;0;0;0;8907742,0;96207852,87
33900903;SALARIO FAMILIA - INATIVOS DO EXECUTIVO;421,07;41278,39;42312,57000000001;0;0;0
33900999;OUTROS SALARIOS-FAMILIA;2402,04;1889,9;1756,26;0,0;0;0
33901401;DIARIAS PESSOAL CIVIL;135762355,69000143;129722055,35999928;131944194,8999973;167274144,9300218;148499510,13001135;121615997,48999475
33901403;DIARIA ESPEC.JORNADA EXTR. TRAB.PENITENCIARI;0;0;0;0;6710473,910001547;33410478,669999994
33901416;DIARIAS NO EXTERIOR;0;459007,91;6496605,890000002;7258168,9999999935;4349473,600000002;5317594,47
33901501;DIARIAS PESSOAL MILITAR;13897392,610000107;14143489,119999992;12839480,35000004;10675682,200000003;9842941,849999903;9676199,969999922
33901502;DIARIAS MILITAR-EM SERVS.DE SEGURANCA PESSOA;412616,5899999999;345037,38000000006;301768,28999999975;360460,44000000064;317568,77999999945;401777,3900000002
33901503;DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM;0;0;0;0;53841919,87;152427226,57
33901801;AUXILIO FINANCEIRO A ESTUDANTES;49378437,55999996;57319229,699999936;81710956,54000013;118350426,87999992;103939620,63999997;122954600,86000012
33902001;AUXILIO FINANCEIRO A PESQUISADORES;757038470,8599998;915600900,63;1010238934,46;1078605906,820001;1083426065,58;1123137177,41
33902701;ENCARGOS P.HONRA DE AVAIS,GARANTIAS E SEGURO;0;0;0;0;0;117710,49
33903010;GENEROS ALIMENTICIOS;353840692,1900009;393072160,3700023;376057777,71999675;488441611,6399992;565915949,1199998;579226445,1000038
33903011;GENEROS ALIMENTICIOS PPAIS - LEI 14.591/11;0;0;0;756764,8700000005;2549183,860000004;3843593,2999999947
33903012;MATERIAL DE CAMA, MESA E BANHO;0;0;0;0;9657477,930000003;7313800,8900000015
33903013;MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA;0;0;0;0;11276834,800000014;10283300,620000016
33903014;MATERIAL DE LIMPEZA;0;0;0;0;8975113,500000007;8017463,730000003
33903015;ARTIGOS DE HIGIENE PESSOAL;0;0;0;0;46435241,02999999;47965122,63000003
33903016;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;0;0;0;0;6238610,130000006;6470064,839999994
33903019;LUBRIFICANTE AUTOMOTIVO;0;0;0;0;1307421,790000001;764519,99
33903020;GAS AUTOMOTIVO;0;0;0;0;0;130,0
33903021;GASOLINA AUTOMOTIVA;71612033,49999997;39757203,44000003;31967647,900000036;25632113,6;8332171,579999986;1719501,4000000006
33903022;DIESEL AUTOMOTIVO;16243981,119999992;13788622,369999992;11510379,58999999;12804757,079999993;7945317,069999999;7357980,000000001
33903023;ETANOL AUTOMOTIVO;40775925,40999999;17854075,389999975;15772307,870000016;15741121,40999998;11042659,989999957;4391774,829999995
33903024;OUTROS COMBUSTIVEIS E LUBRIFICANTES;23201831,63000006;25334092,369999997;28310920,589999966;30797896,250000004;33543590,769999973;36210407,119999945
33903025;GASOLINA AUTOMOTIVA-REEMBOLSO;355049,97;46667373,03000001;62213378,26999999;60020223,91999998;69197987,18;49390452,75999995
33903026;CESTAS BASICAS;6349355,960000001;6588960,77;7146093,010000001;7267032,14;1095240,6400000001;2412190,8500000006
33903027;ETANOL AUTOMOTIVO-REEMBOLSO;600738,8799999999;31960952,51999999;27819296,240000002;34611610,730000004;48648040,92999999;91440295,94999997
33903028;DIESEL AUTOMOTIVO-REEMBOLSO;152334,66;2911581,55;4698035,699999999;6470667,330000005;8902579,020000007;12166646,759999992
33903029;OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS;3708,71;1658941,4900000002;2641479,720000001;2876693,9399999995;3589846,5400000005;4755004,709999999
33903030;MEDICAMENTOS E INSUMOS FARMACEUTICOS;1443596734,3299997;1213197037,6899867;1217097002,4399936;1141257511,8999982;1452509644,270002;1114801731,1600046
33903031;MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO;350727567,5699999;411291275,49000186;420681600,8499985;468066413,3300012;387968887,1300007;357075205,6099983
33903032;MATERIAL DE USO LABORATORIAL;0;0;0;0;108341478,34999974;123751559,33999974
33903034;MATERIAL DE USO VETERINARIO;0;0;0;0;1906176,3499999996;1790344,9799999984
33903039;MATERIAL ESPORTIVO E DE LAZER;0;0;0;0;10630537,219999976;3467082,6700000004
33903040;MATERIAL EDUCATIVO E CULTURAL;35238320,55999998;41566500,73999998;88017667,45999996;99285832,9800001;7048316,0;116757518,29
33903041;MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS;40032315,07;39882006,66999993;34773929,2599999;42218221,26999992;34704211,019999966;40562867,86999987
33903042;MATERIAL PARA FOTOGRAFIA E FILMAGEM;0;0;0;0;228016,15000000005;341348,3900000002
33903043;LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA;0;0;0;0;3918620,4599999995;4387978,610000001
33903044;BANDEIRAS, FLAMULAS, INSIGNIAS;0;0;0;0;247164,76000000007;310372,21
33903050;PECAS DE REPOSICAO E ACESSORIOS;48596300,99999985;58538769,819999814;61692438,9599998;75595398,79999994;73554050,6099999;74974278,13999978
33903051;FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ;980467,1200000002;2708333,330000001;764410,4800000007;958541,8800000001;879896,1400000004;693707,0200000005
33903052;MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;18557118,010000028;22677572,179999992;20390632,10000004;19462779,75000002;15862571,009999944;17373609,900000002
33903053;PECAS E ACESSORIOS PARA VIATURAS POLICIAIS;42741461,38000006;39590932,480000205;17957685,12999999;29690931,830000035;15244319,560000032;10403506,269999987
33903054;MATERIAL INSTALACAO ELETRICA E ELETRONICA;0;0;0;0;5924967,620000006;6906886,280000024
33903055;MATERIAL PARA TELECOMUNICACOES;0;0;0;0;14730144,690000005;4221236,29
33903060;SUPRIMENTO DE INFORMATICA;51429603,32999999;35094547,58999999;29588713,800000034;34589243,69999999;27319540,430000033;23119454,40000006
33903061;PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;13566073,190000018;14367885,990000023;45605648,95999993;30227022,68999999;12131439,95000001;13293017,930000009
33903062;MUNICOES E EXPLOSIVOS;49751648,85;18002538,75;30924603,92;14290904,5;47396280,0;9600971,91
33903063;FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT;29946385,750000004;19602182,35;12149977,419999998;7921543,610000001;52733949,25000005;55891394,109999985
33903064;PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO;8938947,919999998;8839985,440000001;9004600,92;8093353,590000004;7074027,05999999;6321577,029999996
33903065;PECAS E ACESS.P/VIATURAS ESCOLTA/CUSTODEADOS;0;0;0;0;611420,6399999999;831741,6900000001
33903066;MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA;0;0;0;0;8588888,720000006;13749814,620000012
33903080;ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM;413579,21;386146,02999999997;505000,9799999998;694659,0599999999;803053,1200000002;577682,0999999997
33903081;ALIMENTOS PARA ANIMAIS;0;0;0;0;5779127,539999996;6572638,65
33903082;SEMENTES E MUDAS DE PLANTAS;0;0;0;0;2628438,6100000003;2452028,650000001
33903090;OUTROS MATERIAIS DE CONSUMO;324343719,0300006;242848924,60000306;295010086,05999964;402910659,8300002;267835644,280002;182302471,44000036
33903101;PREMIO EM PECUNIA;625238,69;13104200,0;8407346,559999999;13690571,74;5661650,0;25248500,0
33903102;OUTRAS PREMIACOES;742883,4600000003;1202392,91;2383141,1700000004;2592086,04;7420306,879999998;3844977,63
33903103;PREMIACAO A ALUNOS,PROFES E PROFIS EDUCACAO;0;0;0;0;11805,12;0,0
33903295;MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA;21634663,439999986;26163548,589999992;25717102,389999993;34669444,75999991;36550920,06;27577552,919999998
33903296;SERVICO PARA DISTRIBUICAO GRATUITA;0;0,0;505870,25;193179,80000000002;209624,0;112676,93999999999
33903340;REGIME DE QUILOMETRAGEM;1883229,4300000013;2323947,18;2608997,7499999995;6943445,129999998;2525845,6700000013;2903266,5999999996
33903342;PASSAGENS AEREAS;17401804,989999928;19433610,529999945;25005148,360000033;32276205,87999999;21716244,380000014;21772359,19999998
33903343;LOCACAO DE VEICULOS,AERONAVES E OUTROS;63342718,43999997;76223233,63999984;111520757,27999985;138198929,78999984;151400222,52000037;150804436,23
33903344;VALE-TRANSPORTE;69286145,40999985;73055930,63999993;71087467,85000016;70153446,97000009;66350905,58999991;72903799,63000016
33903345;OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;138635659,64000005;154705634,52999994;303989745,57000023;318282318,49000055;78735904,2;121493799,84999977
33903346;TRANSPORTE PARA LOCOMOCAO DE SERVIDORES;0;0;0;3816852,21;12916516,68000002;8417215,7
