CODIGO UNIDADE ORCAMENTARIA;NOME UNIDADE ORCAMENTARIA;2010;2011;2012;2013;2014;2015
43058;UNIVERSIDADE DE SAO PAULO - USP;1570007922,3600054;161474,84;0,0;0,0;0,0;0
47001;SEC.EST.DIREITOS PESSOA COM DEFICIENCIA;25146847,58999999;20215178,24000001;26948980,400000025;61526950,91999996;132483831,17000017;99133819,19
17046;FUNDACAO DE PROT. E DEF. DO CONSUMIDOR-PROCO;31935848,76999997;36829888,239999875;49418508,49999985;46819200,07999978;56342320,26000058;64038020,72999925
23045;FUND.CENT.EDUC.REC.E ESPORTIVO TRAB.-CERET;0,0;0;0;0;0;0
29094;CIA.PAULISTA DE EVENTOS E TURISMO - CPETUR;2123957,3000000003;230131,26;0;0;0;0
35003;COORDENADORIA DE ACAO SOCIAL;15775884,300000021;15833273,14999998;18860389,760000035;18682422,090000026;18632077,560000006;17628773,410000037
29045;FUNDACAO PREFEITO FARIA LIMA-CEPAM;28273732,47000002;26281709,100000054;26380217,08999999;26426743,280000042;24871400,21999994;26654659,07999998
20001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;891861038,9799994;927206069,97;1109093503,1800005;852531929,43;766466836,8799987;985149180,6500002
9010;COOR.GESTÃO DE CONTRATOS DE SERVIÇOS DE SAUD;2912663319,520006;3268840261,87;3539693438,5700045;3611381729,350003;3833626511,9999986;4142113090,399998
20058;INST.DE PAGAMENTOS ESPECIAIS DE S.P.- IPESP;28455175,990000002;13201802,290000003;14826483,309999999;17191517,289999988;55754649,13999997;49614561,81000001
18007;SUPERINTEND.POLICIA TECNICO-CIENTIFICA;311963514,60999984;337594184,81;376582381,3599999;421703692,66999966;454727960,4400005;469996235,55999964
39055;DEPTO.DE AGUAS E ENERGIA ELETRICA-DAEE;479829829,6599999;518346215,61000013;552817170,94;601062211,1100003;620483058,9399996;589946172,1200002
29001;SECRETARIA DE PLANEJAMENTO E GESTAO;507250012,13999885;124811201,68999983;311337822,1399996;288676509,5100001;413446359,86999995;310818829,15999997
6001;TRIBUNAL DE JUSTICA MILITAR;32025178,439999994;35167251,31999999;41210466,04999999;45006478,970000006;45142277,429999955;51070436,06000002
10065;FACULDADE DE MEDICINA DE MARILIA;0,0;48070771,97000001;54560876,13000002;62723293,69999994;60773644,44000003;59866936,650000036
10006;JUNTA COMERCIAL DO ESTADO DE SAO PAULO;0;7743330,269999997;15308517,860000003;0,0;0;0
28058;AGENCIA METROPOLITANA BAIXADA SANTISTA-AGEM;0;0;0;0;3039654,5099999984;911654,4199999998
18058;CAIXA BENEFICENTE DA POLICIA MILITAR;130510237,11999987;148902040,39000005;179323854,71999988;183023252,51000005;191846621,57000002;255672018,02000013
26045;FUNDACAO P/CONSERV.E PRODUCAO FLORESTAL SP;58073749,94000002;63749764,880000025;67780226,77000004;79698583,64000002;89097994,59000005;92636408,45999993
38003;COORD.UNID.PRISIONAIS REG.MRTROPOLITANA  S.P;479797059,8100011;521708261,22000206;612235529,8900027;678509033,9199975;778381709,6800265;831112772,6499941
8001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;6668586083,859992;7143682036,770013;13406107162,17983;14905661448,970615;17229078725,35994;18879225860,070206
35007;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL-FEAS;391125258,37000006;396706254,73999995;438381331,5900002;445783428,83999974;518201473,6700004;471259166,77000046
23055;SUPERINT.TRAB.ARTESANAL COMUNID.-SUTACO;2976352,3199999984;3083145,1299999976;3925869,8600000017;3455217,1200000015;0,0;0
37002;ESTRADA DE FERRO CAMPOS DO JORDAO;0;8630991,060000014;6978948,510000004;12613954,329999994;17482165,70999999;18958555,27999998
46001;SECRETARIA DE RELAÇOES INSTITUCIONAIS;9211653,230000002;599918,2300000001;0,0;0;0;0
44001;SECRETARIA DE GESTAO PUBLICA;422785308,08000004;486515475,04000026;573852875,9100006;592538896,7999997;575109809,57;0,0
35008;COORDENADORIA DE DESENVOLVIMENTO SOCIAL;768880,3800000002;799363,2000000001;1011251,3100000002;1025952,9399999998;977105,0999999999;969630,24
8009;COORDENADORIA DE GESTAO DE RECURSOS HUMANOS;75929988,02999996;107366626,56000014;199050390,27999985;257159110,27;244210471,65;196257631,4899999
20065;SAO PAULO PREVIDENCIA - SPPREV;15056299142,800028;17231281785,65;20628396700,770023;20548178557,139977;23402277157,25001;24865873552,21001
20007;COORD.PLANEJ.ESTRAT.MODERNIZ.FAZENDARIA-CPM;76673426,58000001;104211758,98000008;131870372,61999996;149853115,5699998;169417350,77000225;181785827,59999725
38007;COORD.UNID.PRISIONAIS DA REG.OESTE DO ESTADO;386692572,42999905;426516716,08000064;506820496,4699959;551847357,4700103;622099386,6500244;698378544,0000067
41003;COORDENADORIA DE TURISMO;4705184,320000001;1148846,8199999998;0,0;0;0;0
21004;REGIME ESPECIAL DE PRECATORIO;0;920490189,47;1556817413,82;1737522034,0800002;1895232103,5399995;1967613829,52
9009;COORD.DE CIENCIA,TEC.E INS. ESTRAT.SAUDE;1110774603,5900004;362259976,69000006;95221178,06999996;516005622,6700011;934581133,7499992;974490009,0599986
13002;COORD.DE ASSISTENCIA TECNICA INTEGRAL;136733739,51000023;132185184,11000018;159388648,84999996;163537548,05000022;174792451,57000062;162679552,15999973
50001;ADMINISTRAÇAO SUP. DA SECRETARIA E DA SEDE;0;70395130,14999995;156010496,77999994;52130160,399999976;88443235,81999995;24466323,130000006
51003;CASA MILITAR;0;0;0;0;0;18551898,180000007
43001;SECRETARIA DE ENSINO SUPERIOR;29355680,83999998;269940,68;0,0;0,0;0,0;0
8010;ESCOLA FORM.APERF.PROF.E.S.P.PAULO R.C.SOUZA;11206179,559999999;80149741,84000003;50574130,199999996;55814907,56;34020128,09;28881152,6
17048;FUND.CTO.AT.SOCIOEDUC.ADOLESC.-FUND.CASA S.P;660299694,6600031;973261742,9500024;934153269,1099932;1071123816,5899936;1258742721,6400075;1375246354,5899994
49001;SECRETARIA DE ENERGIA;0;45091433,809999995;41835329,43;28941562,109999996;32380164,94999998;0
21001;SERVICO DA DIVIDA PUBLICA;9781178721,910006;10265157775,100004;11443790587,730005;12674130713,249998;14097759900,570004;15712231947,939999
10063;CENTRO EST.EDUC.TECNOLOG.PAULA SOUZA-CEETEPS;826832757,0899976;949161679,6799995;1134088274,8800018;1390284669,0000014;1422993401,0700035;1607083156,479997
28001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;153858744,36999983;213812682,50999993;253527996,5000001;335393201,48999995;347769934,2300004;67212199,56999998
29048;FUND.SISTEMA EST.DE ANALISE DE DADOS-SEADE;36686950,249999985;37186902,62999998;39964031,9;43961029,46000004;45973543,21000002;47113803,359999985
9047;FUNDACAO PRO-SANGUE HEMOCENTRO DE SAO PAULO;54793053,970000006;54307807,20000003;57755339,279999964;69770016,40000002;74498831,70999996;71151448,22000004
28010;FUNDO SOC. DE SOLIDARIEDADE EST.S.P.-FUSSESP;19716622,249999978;16747352,400000012;35695844,90999996;47872184,9;63036268,41999993;0,0
25001;SECRETARIA DA HABITACAO;1116749276,7000003;1014557467,96;1015087089,8099992;1135341996,7700002;1428114009,9799993;1152085642,7700005
51086;EMPLASA-EMPRESA PAULISTA DE PLANEJ.METROP.;0;0;0;0;0;27383486,490000006
51053;AGEMCAMP-AG. METROPOLITANA DE CAMPINAS;0;0;0;0;0;4049212,400000001
9046;FUNDACAO ONCOCENTRO DE SAO PAULO;7554716,789999998;7870345,440000001;7834111,740000001;8241740,719999997;9122214,56;9094143,150000006
28081;CART.DE PREVIDENCIA DOS ECONOMISTAS EST.SP.;0,0;0,0;0,0;0;0;0
9045;FUND.PARA O REM.POPULAR CHOPIN T.LIMA-FURP;153305248,4400002;154326875,06999993;175426650,4900001;163939321,54999974;295186955,29;231387066,7000008
51001;SECRETARIA DE GOVERNO;0;0;0;0;0;667620727,4700006
51004;FUSSESP-FUNDO SOCIAL SOLIDARIEDADE EST.S.P.;0;0;0;0;0;63476303,519999914
23001;SEC.DO EMPREGO E RELACOES DO TRABALHO;134410317,70999983;110584751,54999992;115534203,29000004;120247607,41999991;119715887,16999996;125246376,57000007
43047;FUND.DE AMPARO A PESQUISA DO EST.S.P.-FAPESP;801686790,36;0,0;0;0;0;0
48090;EMP.PAULISTA PLANEJ.METROPOLITANO S.A-EMPLAS;0;29498281,739999987;34448063,20999999;37049107,01000003;0,0;0,0
51052;AGEM-AG.METROPOLITANA DA BAIXADA SANTISTA;0;0;0;0;0;2142450,86
49055;AG.REGULADORA SANEAM.ENERGIA EST.S.P.-ARSESP;0;16867677,490000006;32062651,619999994;35672320,0;35441594,95999997;0,0
20060;CART.PREVIDENCIA DOS ECONOMISTAS DE SAO PAUL;0,0;0,0;0;0;0;0
46046;FUNDACAO MEMORIAL DA AMERICA LATINA;12428055,940000001;0,0;0,0;0,0;0,0;0
51051;ARSESP-AG.REGUL.SANEAM. E ENERGIA EST.SP.;0;0;0;0;0;37326049,48000002
38009;COORD.DE REINTEGRACAO SOCIAL E CIDADANIA;8986836,829999996;10511343,44000001;15054573,029999997;16974016,770000003;15540007,66;19568667,100000016
28060;AGENCIA METROP VALE DO PARAIBA E LIT NORTE;0;0;0;0;0;274614,93
50002;COORDENADORIA DE TURISMO;0;10814326,609999998;16550620,160000004;25846171,899999987;23375347,28;19113647,62
2001;TRIBUNAL DE CONTAS DO ESTADO;420600409,3599998;454707891,76999974;479382873,18000007;537723223,0299999;599803938,82;663092724,9099994
18001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;294130716,6200003;368362506,42999977;621459630,7000005;788835695,3699996;985625401,61;1189242467,45
10055;SUPERINT.TRAB.ARTESANAL NAS COMUNIDADES;0;0;0;356393,7;3598728,389999997;3048890,090000001
17055;INST.MED.SOCIAL CRIMINOLOGIA DE SP-IMESC;10661811,250000004;10987896,930000003;13998850,499999998;15513335,270000009;15985487,34;16292730,98
10061;UNIVERSIDADE EST PAUL.JULIO MESQ.FILHO- UNES;0,0;747388201,2799991;1104965061,440002;1219620457,210003;1337271251,5699975;1616563805,3599956
12045;FUND.PADRE ANCHIETA-CENTRO PAUL.RADIO-TV EDU;204466962,76999968;175135711,71999997;168027515,24000016;204545018,83000016;158844590,87999994;125182250,47000001
43061;UNIV.EST.PAULISTA JULIO MESQ.FILHO-UNESP;1025949237,0999938;0,0;0,0;0,0;0,0;0
42001;DEFENSORIA PUBLICA DO ESTADO;414695892,8299997;468430277,72999954;485370734,8699996;541268177,88;678223218,3699994;723104618,5299988
48001;SECRETARIA DE DESENVOLVIMENTO METROPOLITANO;0;13438777,280000001;26822379,949999988;12972757,440000005;0,0;0,0
16057;AG.REGUL.SERV.PUBL.DELEG.TRANSP.E.S.P.-ARTES;134794582,69;132914537,01999992;244962420,46000004;177601853,85000014;151536793,34;0,0
20008;JUNTA COMERCIAL DO ESTADO DE SAO PAULO-JUCES;15920921,489999996;6457788,129999999;0;0;0;0
26046;FUNDACAO PARQUE ZOOLOGICO DE SAO PAULO;21204736,799999986;22207744,06000003;27862907,859999996;29097146,449999988;33784433,71000002;35024932,34000008
8007;COORDENADORIA DE ENSINO DO INTERIOR;4421509145,779963;4627840738,469944;0,0;0,0;0,0;0,0
9059;HOSP.CLINICAS FAC.MEDICINA DE BOTUCATU-HCFMB;0;5399655,989999999;25140388,250000034;61327718,519999936;133788088,87999973;159987439,0199998
13001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;318629628,38000005;235454494,47;319956394,2800004;335659526,21000004;410364067,2299998;427216640,4999999
9057;HOSPITAL DAS CLINICAS FAC DE MEDICINA DA USP;448751488,99000007;483839457,6799996;482697400,41999924;560170369,1799996;669512550,3700005;873401614,3400011
49001;SECRETARIA DE ENERGIA E MINERACAO;0;0;0;0;0;25801153,31000001
13015;AGENCIA PAUL.DE TECN.DOS AGRONEGOCIOS-APTA;165345047,36999995;167518639,55;203671945,00999987;208496396,83000007;216814497,95000064;218789808,77999976
26097;CETESB-COMPANHIA AMBIENTAL DO EST.DE S.PAULO;300607913,0000019;327016163,5099993;350529476,1599992;388630144,23000085;431592643,89000505;400686320,43000305
51050;ARTESP-AG.REG.SERV.PUBL.DEL.TRANSP.EST.SP.;0;0;0;0;0;141483632,16
17056;INST.DE PESOS E MEDIDAS EST.SP - IPEM;79845403,75999989;86585173,58000001;102448255,64000002;134822286,3900001;136424623,86999992;113188399,77000001
1001;ASSEMBLEIA LEGISLATIVA;572682574,2700005;630046512,5200001;694034634,9599999;723098741,1600004;785169965,7099996;871820359,3600007
38001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;138635987,15000004;168763800,16000015;215255532,65999997;292520506,7800002;268249305,24999994;272997645,7600002
8006;COORD.ENSINO REG.METROPOLITANA GDE.SP.;3880786040,089981;4076032545,190012;0,0;0,0;0,0;0,0
8002;CONSELHO ESTADUAL DE EDUCACAO-CEE;1644377,3200000005;1591952,2800000007;3908230,0600000015;2708912,2599999993;2923835,629999998;2425310,7400000007
28047;FUNDACAO DO DESENVOLVIMENTO ADMINISTRATIVO;0,0;0;0;0;0;0
38005;COORD.UNID.PRISIONAIS REG.CENTRAL DO ESTADO;278915805,1399996;311493488,4100006;367628737,91000026;400579066,31000143;456117639,91000885;536401403,19000155
10001;SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA;146908909,18;162518725,6799999;169688366,73999998;152874181,45000014;161003369,7199997;158060889,5600001
10046;FUNDACAO UNIV.VIRTUAL DO EST.DE S.P.-UNIVESP;0;0;0;10554479,74;26260256,309999995;22906661,480000004
26003;COORD.INF.TEC.,DOC.PESQUISA AMBIENTAL;0,0;0,0;0;0;0;0
26002;COORD.LICENC.AMB.E DE PROT.REC.NATURAIS;0,0;0,0;0,0;0;0;0
8013;COORD.DE INFRAESTRUTURA E SERVICOS ESCOLARES;0;0;708742089,5399997;1287870032,180002;1770955222,9499967;1417935704,210003
9006;COORD. DE SERVICOS DE SAUDE;1774921114,9599998;1884563613,1000164;1998749043,1499994;2214748474,2299676;2639718523,190016;2744161023,9499927
39056;AGENCIA REGUL.SANEAM.ENERGIA EST.S.P.-ARSESP;17170298,62;8700976,37;0,0;0;0;0
29090;EMP.PAULISTA DE PLANEJ.METROP.S.A.-EMPLASA;34578000,56999999;1303013,8800000001;0,0;0,0;0,0;0
13013;COORDENAD.DO DESENVOLVIMENTO DOS AGRONEGOCIO;188833567,67000005;30197849,569999967;8502983,719999997;10747850,159999987;10039740,729999997;8704256,290000003
20059;CART.PREV.SERV.NAO OFICIALIZ.JUSTICA ESTADO;102592509,49;0;0;0;0;0
37092;CIA.PAULISTA DE TRENS METROPOLITANOS-CPTM;2006002501,5099962;1842348335,6800005;1852913716,1099946;1969847850,590001;2308711605,4199967;2484815130,9399967
8014;COORDENADORIA DE ORCAMENTO E FINANCAS;0;0;4079768817,9400024;4387748711,150001;4544728153,280001;5224929192,349998
35001;ADMINISTRACAO SUPERIOR SECRETARIA E SEDE;38701166,31000003;214600354,4899999;50764421,01000004;61304967,48000001;71020167,39999992;63764382,52000007
16055;DEPARTAMENTO DE ESTRADAS DE RODAGEM-DER;5574007620,760018;2786083135,739997;2021756808,7299998;5397810393,6699915;5014070337,590002;3405252543,1099935
48055;AGENCIA METROPOLITANA BAIXADA SANTISTA-AGEM;0;2185679,859999999;3175167,8999999994;2675498,7;0,0;0
41001;SECRETARIA DE ESPORTE, LAZER E JUVENTUDE;121491890,87999992;129466910,39999989;140323587,04;141567192,43000004;222957351,31999993;139874235,5900001
9012;FUNDO ESTADUAL DE SAUDE - FUNDES;0;0;0;843873523,6299973;0,0;0,0
10047;FUNDACAO AMPARO PESQUISA EST.SAO PAULO-FAPES;0;967659527,22;1060687029,5899999;1134838140,02;1140880846,3300002;1270675327,39
29056;AGENCIA METROPOLITANA DE CAMPINAS - AGEMCAMP;6933989,519999998;24453,12;0;0;0;0
17047;FUND.INST.TERRAS JOSE GOMES DA SILVA-ITESP;36639307,500000015;40846966,60999992;48226620,59;52733461,34;59047750,790000014;59937169,570000015
13014;COORDENADORIA DE DEFESA AGROPECUARIA;84234842,62999968;81423013,5899999;99495902,3900003;99085171,69000012;109583554,8399997;96033305,45000045
38004;COORD.UNID.PRISIONAIS REG.V.PARAIBA E LITORA;219736501,80999944;245096347,49999985;287751371,379999;297223616,76000607;319328033,0200006;365182025,8400054
44058;INSTITUTO ASSISTENCIA MED.SER.PUBLICO-IAMSPE;589902536,7700009;628508293,8399999;717391392,7000009;826556254,2100005;1032831159,8499967;0,0
9008;COORDENAD.DE CONTRATACAO DE SERVICOS DE SAUD;0,0;0;0;0;0;0
20006;COORDENADORIA GERAL DE ADMINISTRACAO-CGA;117509829,66999991;103359081,34000039;110549490,02000004;110054505,82999982;120479143,44000371;132351174,05999994
40001;PROCURADORIA GERAL DO ESTADO;1057251263,1900011;1120439634,0300007;913366861,119999;865921063,2700006;989682897,2000005;989461613,4499998
20005;COORD.ENTID.DESCENT.CONTR.ELETRONICAS-CEDC;21821451,31999999;23885702,760000017;25206340,09;26430192,65;29855986,429999996;31528397,680000015
50090;COMPANHIA PAULISTA EVENTOS E TURISMO-CPETUR;0;4833782,199999997;7613904,6899999995;8583830,249999996;11471175,049999997;7759033,989999997
